+-----------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+---------------------------------------------------+
|                                                     | CY071142|A/Athens/INS389/2010|2010-01-13|Greece| | CY071150|A/Athens/INS390/2010|2010-01-14|Greece| | CY075066|A/Athens/INS392/2010|2010-01-06|Greece| | CY075074|A/Athens/INS393/2010|2010-01-06|Greece| | CY071166|A/Athens/INS394/2010|2010-01-11|Greece| | CY071174|A/Athens/INS396/2010|2010-01-21|Greece| | CY071182|A/Athens/INS397/2010|2010-01-24|Greece| | CY071190|A/Athens/INS398/2010|2010-01-24|Greece| | CY071270|A/Athens/INS411/2010|2010-01-30|Greece| | CY071278|A/Athens/INS412/2010|2010-02-02|Greece| | CY071286|A/Athens/INS413/2010|2010-02-05|Greece| | CY071294|A/Athens/INS414/2010|2010-02-05|Greece| | CY075082|A/Athens/INS416/2010|2010-02-17|Greece| | CY071302|A/Athens/INS417/2010|2010-01-18|Greece| | CY071310|A/Athens/INS419/2010|2010-01-25|Greece| | CY071318|A/Athens/INS420/2010|2010-01-27|Greece| | CY071326|A/Athens/INS421/2010|2010-02-03|Greece| | CY071334|A/Bangkok/INS424/2010|2010-02-23|Thailand| | CY071342|A/Bangkok/INS425/2010|2010-02-25|Thailand| | CY071350|A/Bangkok/INS426/2010|2010-02-25|Thailand| | CY071358|A/Bangkok/INS427/2010|2010-03-04|Thailand| | CY071366|A/Bangkok/INS428/2010|2010-03-04|Thailand| | CY071382|A/Berlin/INS430/2010|2010-02-05|Germany| |
+-----------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+---------------------------------------------------+
| CY071286|A/Athens/INS413/2010|2010-02-05|Greece|    |                                         0.003940 |                                         0.002185 |                                         0.003062 |                                         0.004380 |                                         0.002185 |                                         0.004380 |                                         0.002624 |                                         0.000873 |                                         0.002624 |                                         0.004817 |                                        -0.000000 |                                         0.003060 |                                         0.003498 |                                         0.003062 |                                         0.002185 |                                         0.002623 |                                        -0.000000 |                                            0.003497 |                                            0.004380 |                                            0.003061 |                                            0.001747 |                                            0.003501 |                                          0.004378 |
| CY071294|A/Athens/INS414/2010|2010-02-05|Greece|    |                                         0.005257 |                                         0.003499 |                                         0.004377 |                                         0.005697 |                                         0.003499 |                                         0.005697 |                                         0.003938 |                                         0.003938 |                                         0.003938 |                                         0.006135 |                                         0.003060 |                                        -0.000000 |                                         0.004813 |                                         0.004377 |                                         0.003499 |                                         0.003059 |                                         0.003060 |                                            0.004813 |                                            0.005697 |                                            0.004376 |                                            0.003059 |                                            0.004817 |                                          0.005696 |
| CY075082|A/Athens/INS416/2010|2010-02-17|Greece|    |                                         0.005696 |                                         0.003937 |                                         0.004815 |                                         0.006136 |                                         0.003937 |                                         0.006136 |                                         0.004376 |                                         0.004376 |                                         0.004376 |                                         0.003937 |                                         0.003498 |                                         0.004813 |                                        -0.000000 |                                         0.004815 |                                         0.003937 |                                         0.004375 |                                         0.003498 |                                            0.005252 |                                            0.006136 |                                            0.004814 |                                            0.003497 |                                            0.005255 |                                          0.006135 |
| CY071302|A/Athens/INS417/2010|2010-01-18|Greece|    |                                         0.005261 |                                         0.003501 |                                         0.004380 |                                         0.005702 |                                         0.003501 |                                         0.005702 |                                         0.003940 |                                         0.003940 |                                         0.003940 |                                         0.006138 |                                         0.003062 |                                         0.004377 |                                         0.004815 |                                        -0.000000 |                                         0.003501 |                                         0.003939 |                                         0.003062 |                                            0.004814 |                                            0.005702 |                                            0.004378 |                                            0.003061 |                                            0.004820 |                                          0.005699 |
| CY071310|A/Athens/INS419/2010|2010-01-25|Greece|    |                                         0.001747 |                                        -0.000000 |                                         0.003501 |                                         0.004820 |                                        -0.000000 |                                         0.004820 |                                         0.000436 |                                         0.003062 |                                         0.000436 |                                         0.005257 |                                         0.002185 |                                         0.003499 |                                         0.003937 |                                         0.003501 |                                        -0.000000 |                                         0.003061 |                                         0.002185 |                                            0.003936 |                                            0.004820 |                                            0.002623 |                                            0.002185 |                                            0.002185 |                                          0.004818 |
| CY071318|A/Athens/INS420/2010|2010-01-27|Greece|    |                                         0.004818 |                                         0.003061 |                                         0.003939 |                                         0.005259 |                                         0.003061 |                                         0.005259 |                                         0.003500 |                                         0.003500 |                                         0.003500 |                                         0.005696 |                                         0.002623 |                                         0.003059 |                                         0.004375 |                                         0.003939 |                                         0.003061 |                                        -0.000000 |                                         0.002623 |                                            0.003935 |                                            0.005259 |                                            0.003938 |                                            0.002622 |                                            0.004378 |                                          0.005257 |
| CY071326|A/Athens/INS421/2010|2010-02-03|Greece|    |                                         0.003940 |                                         0.002185 |                                         0.003062 |                                         0.004380 |                                         0.002185 |                                         0.004380 |                                         0.002624 |                                         0.000873 |                                         0.002624 |                                         0.004817 |                                        -0.000000 |                                         0.003060 |                                         0.003498 |                                         0.003062 |                                         0.002185 |                                         0.002623 |                                        -0.000000 |                                            0.003497 |                                            0.004380 |                                            0.003061 |                                            0.001747 |                                            0.003501 |                                          0.004378 |
| CY071334|A/Bangkok/INS424/2010|2010-02-23|Thailand| |                                         0.005694 |                                         0.003936 |                                         0.004814 |                                         0.006135 |                                         0.003936 |                                         0.006135 |                                         0.004375 |                                         0.004375 |                                         0.004375 |                                         0.006573 |                                         0.003497 |                                         0.004813 |                                         0.005252 |                                         0.004814 |                                         0.003936 |                                         0.003935 |                                         0.003497 |                                           -0.000000 |                                            0.006135 |                                            0.004813 |                                            0.003497 |                                            0.005254 |                                          0.006133 |
| CY071342|A/Bangkok/INS425/2010|2010-02-25|Thailand| |                                         0.006585 |                                         0.004820 |                                         0.004820 |                                         0.007027 |                                         0.004820 |                                         0.007027 |                                         0.005261 |                                         0.005261 |                                         0.005261 |                                         0.007463 |                                         0.004380 |                                         0.005697 |                                         0.006136 |                                         0.005702 |                                         0.004820 |                                         0.005259 |                                         0.004380 |                                            0.006135 |                                           -0.000000 |                                            0.004818 |                                            0.004378 |                                            0.006143 |                                          0.007024 |
| CY071350|A/Bangkok/INS426/2010|2010-02-25|Thailand| |                                         0.004378 |                                         0.002623 |                                         0.004378 |                                         0.005699 |                                         0.002623 |                                         0.005699 |                                         0.003061 |                                         0.003939 |                                         0.003061 |                                         0.006136 |                                         0.003061 |                                         0.004376 |                                         0.004814 |                                         0.004378 |                                         0.002623 |                                         0.003938 |                                         0.003061 |                                            0.004813 |                                            0.004818 |                                           -0.000000 |                                            0.003060 |                                            0.003939 |                                          0.005697 |
| CY071358|A/Bangkok/INS427/2010|2010-03-04|Thailand| |                                         0.003939 |                                         0.002185 |                                         0.003061 |                                         0.004378 |                                         0.002185 |                                         0.004378 |                                         0.002623 |                                         0.002623 |                                         0.002623 |                                         0.004815 |                                         0.001747 |                                         0.003059 |                                         0.003497 |                                         0.003061 |                                         0.002185 |                                         0.002622 |                                         0.001747 |                                            0.003497 |                                            0.004378 |                                            0.003060 |                                           -0.000000 |                                            0.003500 |                                          0.004377 |
| CY071366|A/Bangkok/INS428/2010|2010-03-04|Thailand| |                                         0.003940 |                                         0.002185 |                                         0.004820 |                                         0.006143 |                                         0.002185 |                                         0.006143 |                                         0.002624 |                                         0.004380 |                                         0.002624 |                                         0.006580 |                                         0.003501 |                                         0.004817 |                                         0.005255 |                                         0.004820 |                                         0.002185 |                                         0.004378 |                                         0.003501 |                                            0.005254 |                                            0.006143 |                                            0.003939 |                                            0.003500 |                                           -0.000000 |                                          0.006141 |
| CY071382|A/Berlin/INS430/2010|2010-02-05|Germany|   |                                         0.006582 |                                         0.004818 |                                         0.005699 |                                         0.003500 |                                         0.004818 |                                         0.003500 |                                         0.005259 |                                         0.005259 |                                         0.005259 |                                         0.007461 |                                         0.004378 |                                         0.005696 |                                         0.006135 |                                         0.005699 |                                         0.004818 |                                         0.005257 |                                         0.004378 |                                            0.006133 |                                            0.007024 |                                            0.005697 |                                            0.004377 |                                            0.006141 |                                         -0.000000 |
+-----------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+--------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+-----------------------------------------------------+---------------------------------------------------+
